the_geom,school_id,school_nm,sch_addr,grade_cat,grades,sch_type,x,y,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu
"{'type': 'Point', 'coordinates': [-87.69255089866299, 41.850035413105324]}",400083,ACERO - PAZ,"2651 W 23RD ST, 60608",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.6925509,41.85003541,43,32,14920,263,14
"{'type': 'Point', 'coordinates': [-87.66220943342513, 41.85884887593744]}",610013,PILSEN,"1420 W 17TH ST, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66220943,41.85884888,43,33,14920,365,26
"{'type': 'Point', 'coordinates': [-87.60387386163261, 41.81367545291136]}",609751,KING HS,"4445 S DREXEL BLVD, 60653",HS,"9, 10, 11, 12",Traditional,-87.60387386,41.81367545,36,5,4301,398,10
"{'type': 'Point', 'coordinates': [-87.7266595904904, 41.89454671958925]}",610389,ORR HS,"730 N PULASKI RD, 60624",HS,"9, 10, 11, 12",Traditional,-87.72665959,41.89454672,30,24,21572,99,45
"{'type': 'Point', 'coordinates': [-87.73599882158206, 41.92791840313386]}",609716,KELVYN PARK HS,"4343 W WRIGHTWOOD AVE, 60639",HS,"7, 8, 9, 10, 11, 12",Traditional,-87.73599882,41.9279184,2,21,22615,439,17
"{'type': 'Point', 'coordinates': [-87.65940468444688, 41.89354763866716]}",610529,OGDEN HS,"1250 W ERIE ST, 60642",HS,"9, 10, 11, 12",Traditional,-87.65940468,41.89354764,49,25,22620,521,41
"{'type': 'Point', 'coordinates': [-87.80297944028881, 41.98815250677085]}",610099,NORWOOD PARK,"5900 N NINA AVE, 60631",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.80297944,41.98815251,17,36,22243,733,29
"{'type': 'Point', 'coordinates': [-87.70817918402535, 41.78752323005249]}",610203,TONTI,"5815 S HOMAN AVE, 60629",ES,"PK, K, 1, 2, 3, 4, 5",Traditional,-87.70817918,41.78752323,58,61,21867,801,6
"{'type': 'Point', 'coordinates': [-87.61796787062904, 41.67931844325128]}",400161,CHICAGO COLLEGIATE,"11816 S INDIANA AVE, 60628",HS,"4, 5, 6, 7, 8, 9, 10, 11",Traditional,-87.61796787,41.67931844,19,50,21861,229,43
"{'type': 'Point', 'coordinates': [-87.65770887712434, 41.94227548886953]}",609974,HAWTHORNE,"3319 N CLIFTON AVE, 60657",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.65770888,41.94227549,22,57,4449,710,25
"{'type': 'Point', 'coordinates': [-87.66877201151641, 41.81033324092607]}",610167,SEWARD,"4600 S HERMITAGE AVE, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66877201,41.81033324,37,59,14924,738,3
"{'type': 'Point', 'coordinates': [-87.71247015060503, 41.8526634884878]}",609873,CROWN,"2128 S SAINT LOUIS AVE, 60623",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.71247015,41.85266349,57,30,21569,157,14
"{'type': 'Point', 'coordinates': [-87.71331750070007, 41.91193807974014]}",610192,STOWE,"3444 W WABANSIA AVE, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.7133175,41.91193808,1,24,22535,390,49
"{'type': 'Point', 'coordinates': [-87.63538476562535, 41.901575169944905]}",609680,PAYTON HS,"1034 N WELLS ST, 60610",HS,"9, 10, 11, 12",Traditional,-87.63538477,41.90157517,54,37,14926,148,46
"{'type': 'Point', 'coordinates': [-87.58072902766379, 41.73922635527137]}",609833,CALDWELL,"8546 S CREGIER AVE, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.58072903,41.73922636,25,41,21202,431,35
"{'type': 'Point', 'coordinates': [-87.71563237169228, 41.958988797841805]}",609988,HENRY,"4250 N SAINT LOUIS AVE, 60618",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.71563237,41.9589888,39,16,21538,56,12
"{'type': 'Point', 'coordinates': [-87.73377838309737, 41.88173275921463]}",400119,LEGAL PREP HS,"4319 W WASHINGTON BLVD, 60624",HS,"9, 10, 11, 12",Traditional,-87.73377838,41.88173276,30,27,21572,619,23
"{'type': 'Point', 'coordinates': [-87.64133454073055, 41.76533498003331]}",610299,KING ES,"644 W 71ST ST, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64133454,41.76533498,11,66,21559,479,32
"{'type': 'Point', 'coordinates': [-87.65353242018867, 41.77424645083774]}",609791,BASS,"1140 W 66TH ST, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.65353242,41.77424645,11,66,21559,436,2
"{'type': 'Point', 'coordinates': [-87.70510783048373, 41.88917813530737]}",610257,MORTON,"431 N TROY ST, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70510783,41.88917814,28,24,21184,177,46
"{'type': 'Point', 'coordinates': [-87.68964723523983, 41.81590948669741]}",610174,SHIELDS,"4250 S ROCKWELL ST, 60632",ES,"PK, K, 1, 2, 3, 4",Traditional,-87.68964724,41.81590949,56,55,22248,641,3
"{'type': 'Point', 'coordinates': [-87.52798507715981, 41.70485859136505]}",610586,SADLOWSKI,"3930 E 105TH ST, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.52798508,41.70485859,25,49,21202,715,47
"{'type': 'Point', 'coordinates': [-87.64974916516267, 41.959984155482395]}",610242,BRENNEMANN,"4251 N CLARENDON AVE, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64974917,41.95998416,53,31,21186,636,39
"{'type': 'Point', 'coordinates': [-87.62929656938486, 41.899976489896495]}",610101,OGDEN ES,"24 W WALTON ST, 60610",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.62929657,41.89997649,54,37,14926,230,11
"{'type': 'Point', 'coordinates': [-87.54292760840423, 41.743828524813615]}",610193,NEW SULLIVAN,"8331 S MACKINAW AVE, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.54292761,41.74382852,25,42,21202,506,47
"{'type': 'Point', 'coordinates': [-87.7352779616072, 41.836168818719415]}",610384,INFINITY HS,"3120 S KOSTNER AVE, 60623",HS,"9, 10, 11, 12",Traditional,-87.73527796,41.83616882,57,32,21569,200,28
"{'type': 'Point', 'coordinates': [-87.67316832856292, 42.00770257088184]}",610284,NEW FIELD,"1707 W MORSE AVE, 60626",ES,"PK, K, 1, 2, 3, 4",Traditional,-87.67316833,42.00770257,9,10,21853,49,5
"{'type': 'Point', 'coordinates': [-87.6706823904741, 41.88299678494884]}",609812,BROWN W,"54 N HERMITAGE AVE, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.67068239,41.88299678,28,29,21184,90,46
"{'type': 'Point', 'coordinates': [-87.70205280025766, 41.890803121775576]}",400143,YCCS - WEST TOWN,"500 N SACRAMENTO BLVD, 60612",HS,"9, 10, 11, 12",Options,-87.7020528,41.89080312,28,24,21184,177,46
"{'type': 'Point', 'coordinates': [-87.7040600678277, 41.73523902268551]}",610557,PATHWAYS - ASHBURN HS,"3284 W 87TH ST, 60652",HS,"9, 10, 11, 12",Options,-87.70406007,41.73523902,8,69,4300,198,30
"{'type': 'Point', 'coordinates': [-87.6093572110118, 41.77542384437707]}",610065,TILL,"6543 S CHAMPLAIN AVE, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.60935721,41.77542384,60,9,22260,332,4
"{'type': 'Point', 'coordinates': [-87.72542159519004, 41.7838263221115]}",610588,RICHARDSON,"6018 S KARLOV AVE, 60629",ES,"5, 6, 7, 8",Traditional,-87.7254216,41.78382632,58,63,21867,292,6
"{'type': 'Point', 'coordinates': [-87.71098733184661, 41.79234608462288]}",610226,SANDOVAL,"5534 S SAINT LOUIS AVE, 60629",ES,"PK, K, 1, 2, 3, 4, 5",Traditional,-87.71098733,41.79234608,58,61,21867,801,8
"{'type': 'Point', 'coordinates': [-87.60492543043779, 41.804173791768335]}",610143,REAVIS,"834 E 50TH ST, 60615",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.60492543,41.80417379,10,5,21192,461,10
"{'type': 'Point', 'coordinates': [-87.72204165467055, 41.80306020749633]}",609756,CURIE HS,"4959 S ARCHER AVE, 60632",HS,"9, 10, 11, 12",Traditional,-87.72204165,41.80306021,56,54,22248,698,8
"{'type': 'Point', 'coordinates': [-87.77674853945709, 41.92168749543516]}",400030,CICS - WEST BELDEN,"2245 N MCVICKER AVE, 60639",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.77674854,41.9216875,2,19,22615,77,44
"{'type': 'Point', 'coordinates': [-87.72447046436724, 41.79146390934625]}",609694,HANCOCK HS,"4034 W 56TH ST, 60629",HS,"9, 10, 11, 12",Traditional,-87.72447046,41.79146391,58,60,21867,773,15
"{'type': 'Point', 'coordinates': [-87.64921669361149, 41.75892473251155]}",610339,STAGG,"7424 S MORGAN ST, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64921669,41.75892473,11,66,21559,512,31
"{'type': 'Point', 'coordinates': [-87.62853090073669, 41.85599910521936]}",400064,PERSPECTIVES - JOSLIN HS,"1930 S ARCHER AVE, 60616",HS,"6, 7, 8, 9, 10, 11, 12",Traditional,-87.6285309,41.85599911,40,34,21194,330,9
"{'type': 'Point', 'coordinates': [-87.75454995057402, 41.906826050256484]}",610036,LEWIS,"1431 N LEAMINGTON AVE, 60651",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.75454995,41.90682605,5,26,4299,600,45
"{'type': 'Point', 'coordinates': [-87.72460522408866, 41.971634001993486]}",610209,VOLTA,"4950 N AVERS AVE, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.72460522,41.971634,20,14,21849,127,38
"{'type': 'Point', 'coordinates': [-87.76191637272518, 41.88599328729497]}",610518,AUSTIN CCA HS,"231 N PINE AVE, 60644",HS,"9, 10, 11, 12",Traditional,-87.76191637,41.88599329,32,26,22216,674,45
"{'type': 'Point', 'coordinates': [-87.75416654389811, 41.93979676811168]}",609708,FOREMAN HS,"3235 N LECLAIRE AVE, 60641",HS,"9, 10, 11, 12",Traditional,-87.75416654,41.93979677,21,15,22618,114,17
"{'type': 'Point', 'coordinates': [-87.69307532262103, 41.770991719004364]}",400115,CATALYST - MARIA,"6727 S CALIFORNIA AVE, 60629",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Traditional,-87.69307532,41.77099172,58,64,21867,383,31
"{'type': 'Point', 'coordinates': [-87.70733230829424, 41.889977203931224]}",609693,WESTINGHOUSE HS,"3223 W FRANKLIN BLVD, 60624",HS,"9, 10, 11, 12",Traditional,-87.70733231,41.8899772,30,24,21572,177,23
"{'type': 'Point', 'coordinates': [-87.71036161378386, 41.97033523524003]}",609994,HIBBARD,"3244 W AINSLIE ST, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6",Traditional,-87.71036161,41.97033524,20,14,21849,750,20
"{'type': 'Point', 'coordinates': [-87.69525936853262, 41.86643525216189]}",609851,CHALMERS,"2745 W ROOSEVELT RD, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.69525937,41.86643525,43,30,14920,16,23
"{'type': 'Point', 'coordinates': [-87.69323838454855, 41.81310944519378]}",400153,ACERO - BRIGHTON PARK,"4420 S FAIRFIELD AVE, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.69323838,41.81310945,56,55,22248,641,3
"{'type': 'Point', 'coordinates': [-87.69835995431194, 41.99254136034151]}",609859,CLINTON,"6110 N FAIRFIELD AVE, 60659",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.69835995,41.99254136,50,20,4450,31,24
"{'type': 'Point', 'coordinates': [-87.72709565848763, 41.937298285274366]}",400013,ASPIRA - EARLY COLLEGE HS,"3986 W BARRY AVE, 60618",HS,"9, 10, 11, 12",Traditional,-87.72709566,41.93729829,39,22,22618,215,21
"{'type': 'Point', 'coordinates': [-87.61227454298165, 41.831120629142895]}",609891,DOOLITTLE,"535 E 35TH ST, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.61227454,41.83112063,36,1,21194,561,10
"{'type': 'Point', 'coordinates': [-87.55990690211839, 41.74267138259232]}",400168,GREAT LAKES,"8401 S SAGINAW AVE, 60617",ES,"K, 1, 2, 3, 4, 5, 6",Traditional,-87.5599069,41.74267138,25,42,21202,226,37
"{'type': 'Point', 'coordinates': [-87.64089202543344, 41.77645281066971]}",610019,KERSHAW,"6450 S LOWE AVE, 60621",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64089203,41.77645281,11,66,21559,435,4
"{'type': 'Point', 'coordinates': [-87.66936564960908, 41.74933916159225]}",609805,JOPLIN,"7931 S HONORE ST, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66936565,41.74933916,59,70,21554,574,31
"{'type': 'Point', 'coordinates': [-87.63535578864123, 41.843980089901606]}",610217,WARD J,"2701 S SHIELDS AVE, 60616",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.63535579,41.84398009,40,35,21194,375,48
"{'type': 'Point', 'coordinates': [-87.6714923696169, 41.8296692813982]}",609952,GREENE,"3525 S HONORE ST, 60609",ES,"PK, K, 1, 2, 3, 4, 5",Traditional,-87.67149237,41.82966928,37,56,14924,720,1
"{'type': 'Point', 'coordinates': [-87.70224105256055, 41.8738149475191]}",610271,JENSEN,"3030 W HARRISON ST, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70224105,41.87381495,28,28,21184,737,23
"{'type': 'Point', 'coordinates': [-87.6831845863576, 41.89208216607999]}",610073,MITCHELL,"2233 W OHIO ST, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.68318459,41.89208217,28,25,21184,546,49
"{'type': 'Point', 'coordinates': [-87.66809130690709, 41.883906755948885]}",610308,RUDOLPH,"1628 W WASHINGTON BLVD, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6",Specialty,-87.66809131,41.88390676,28,29,21184,579,46
"{'type': 'Point', 'coordinates': [-87.77818680274714, 41.94305592014632]}",610248,CHICAGO ACADEMY ES,"3400 N AUSTIN AVE, 60634",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.7781868,41.94305592,52,17,22254,459,44
"{'type': 'Point', 'coordinates': [-87.6467667343909, 41.73412547292368]}",610369,JACKSON M,"917 W 88TH ST, 60620",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64676673,41.73412547,59,70,21554,533,13
"{'type': 'Point', 'coordinates': [-87.5351753058446, 41.70680099962414]}",609935,GALLISTEL,"10347 S EWING AVE, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.53517531,41.706801,25,49,21202,715,47
"{'type': 'Point', 'coordinates': [-87.63895772518785, 41.664873350060574]}",610091,BROWN R,"12607 S UNION AVE, 60628",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.63895773,41.66487335,19,50,21861,7,43
"{'type': 'Point', 'coordinates': [-87.7110588221773, 41.79520055536743]}",610543,SOLORIO HS,"5400 S ST LOUIS AVE, 60632",HS,"9, 10, 11, 12",Traditional,-87.71105882,41.79520056,56,61,22248,776,8
"{'type': 'Point', 'coordinates': [-87.81205403976115, 41.97850137693771]}",610105,ORIOLE PARK,"5424 N OKETO AVE, 60656",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.81205404,41.97850138,31,36,4448,735,29
"{'type': 'Point', 'coordinates': [-87.6582048363059, 41.76507589650925]}",610223,WENTWORTH,"1340 W 71ST ST, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.65820484,41.7650759,23,65,22257,21,32
"{'type': 'Point', 'coordinates': [-87.6197796604041, 41.82735526681434]}",610110,WELLS ES,"249 E 37TH ST, 60653",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.61977966,41.82735527,36,1,4301,222,9
"{'type': 'Point', 'coordinates': [-87.69526101587269, 41.84253334875063]}",609748,YORK HS,"2700 S CALIFORNIA AVE, 60608",HS,"9, 10, 11, 12",Options,-87.69526102,41.84253335,57,32,14920,124,14
"{'type': 'Point', 'coordinates': [-87.73012671472561, 41.91521410714639]}",400054,NOBLE - PRITZKER HS,"4131 W CORTLAND AVE, 60639",HS,"9, 10, 11, 12",Traditional,-87.73012671,41.91521411,2,21,22615,135,12
"{'type': 'Point', 'coordinates': [-87.71804676766165, 41.89536225911062]}",400056,NOBLE - ROWE CLARK HS,"3645 W CHICAGO AVE, 60651",HS,"9, 10, 11, 12",Traditional,-87.71804677,41.89536226,30,24,21572,584,46
"{'type': 'Point', 'coordinates': [-87.66565754521267, 41.69203500966705]}",609725,MORGAN PARK HS,"1744 W PRYOR AVE, 60643",HS,"7, 8, 9, 10, 11, 12",Traditional,-87.66565755,41.69203501,13,74,22212,378,42
"{'type': 'Point', 'coordinates': [-87.64265157842048, 41.79564568383014]}",609885,DEWEY,"5415 S UNION AVE, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64265158,41.79564568,37,59,14924,84,4
"{'type': 'Point', 'coordinates': [-87.66399582958884, 41.775367367670555]}",400071,PROVIDENCE ENGLEWOOD,"6515 S ASHLAND AVE, 60636",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.66399583,41.77536737,23,65,22257,279,2
"{'type': 'Point', 'coordinates': [-87.66748286895529, 41.898994707798]}",609740,WELLS HS,"936 N ASHLAND AVE, 60622",HS,"9, 10, 11, 12",Traditional,-87.66748287,41.89899471,4,25,21560,518,41
"{'type': 'Point', 'coordinates': [-87.71580443149543, 41.87574412344963]}",609907,ERICSON,"3600 W 5TH AVE, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.71580443,41.87574412,30,28,21572,704,23
"{'type': 'Point', 'coordinates': [-87.69399616197576, 41.822883741274396]}",400101,ACERO - CISNEROS,"2744 W PERSHING RD, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.69399616,41.82288374,56,55,22248,638,1
"{'type': 'Point', 'coordinates': [-87.68106119769818, 41.7775105080686]}",610347,CLAREMONT,"2300 W 64TH ST, 60636",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.6810612,41.77751051,23,64,22257,370,2
"{'type': 'Point', 'coordinates': [-87.64124410919733, 41.79355346726778]}",609768,HOPE HS,"5515 S LOWE AVE, 60621",HS,"11, 12",Traditional,-87.64124411,41.79355347,11,66,21559,113,4
"{'type': 'Point', 'coordinates': [-87.71689166479727, 41.917616514556975]}",609930,FUNSTON,"2010 N CENTRAL PARK AVE, 60647",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.71689166,41.91761651,1,23,22535,73,49
"{'type': 'Point', 'coordinates': [-87.72650426433655, 41.9902450121615]}",400034,CICS - NORTHTOWN HS,"3900 W PETERSON AVE, 60659",HS,"9, 10, 11, 12",Traditional,-87.72650426,41.99024501,18,13,4450,747,38
"{'type': 'Point', 'coordinates': [-87.64757716519661, 41.70660285984554]}",610128,GARVEY,"10309 S MORGAN ST, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64757717,41.70660286,13,72,22212,595,22
"{'type': 'Point', 'coordinates': [-87.61635260656358, 41.6927625292072]}",609726,BROOKS HS,"250 E 111TH ST, 60628",HS,"7, 8, 9, 10, 11, 12",Traditional,-87.61635261,41.69276253,19,45,21861,237,43
"{'type': 'Point', 'coordinates': [-87.74851501350821, 41.91881409631148]}",610040,LLOYD,"2103 N LAMON AVE, 60639",ES,"PK, K, 1, 2, 3, 4, 5",Traditional,-87.74851501,41.9188141,2,19,22615,306,44
"{'type': 'Point', 'coordinates': [-87.70204158577981, 41.86414856767656]}",610499,COLLINS HS,"1313 S SACRAMENTO DR, 60623",HS,"9, 10, 11, 12",Traditional,-87.70204159,41.86414857,57,30,21569,132,14
"{'type': 'Point', 'coordinates': [-87.7662975545493, 41.87797883365063]}",610367,DEPRIEST,"139 S PARKSIDE AVE, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.76629755,41.87797883,32,26,22216,67,7
"{'type': 'Point', 'coordinates': [-87.58218173784378, 41.72610745557594]}",610316,EARHART,"1710 E 93RD ST, 60617",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.58218174,41.72610746,25,44,21202,492,35
"{'type': 'Point', 'coordinates': [-87.60121587665122, 41.70665961719828]}",609761,CORLISS HS,"821 E 103RD ST, 60628",HS,"9, 10, 11, 12",Traditional,-87.60121588,41.70665962,19,47,21861,254,43
"{'type': 'Point', 'coordinates': [-87.57280595497342, 41.76860231267839]}",610103,OKEEFFE,"6940 S MERRILL AVE, 60649",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.57280595,41.76860231,24,39,22538,152,33
"{'type': 'Point', 'coordinates': [-87.73938835102537, 41.93251058360827]}",609789,BARRY,"2828 N KILBOURN AVE, 60641",ES,"PK, K, 1, 2, 3, 4, 5, 6",Traditional,-87.73938835,41.93251058,21,21,22618,411,17
"{'type': 'Point', 'coordinates': [-87.65157334214146, 41.94900330098147]}",610078,INTER-AMERICAN,"851 W WAVELAND AVE, 60613",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.65157334,41.9490033,53,57,21186,727,25
"{'type': 'Point', 'coordinates': [-87.66807694562382, 41.88336202700627]}",400043,HOPE LEARNING ACADEMY,"1628 W WASHINGTON, 60612",ES,"K, 1, 2, 3, 4, 5",Traditional,-87.66807695,41.88336203,28,29,21184,579,46
"{'type': 'Point', 'coordinates': [-87.70779647482755, 41.892550173948344]}",400069,POLARIS,"620 N SAWYER AVE, 60624",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70779647,41.89255017,30,24,21572,177,46
"{'type': 'Point', 'coordinates': [-87.60863289646446, 41.785182816651655]}",609919,FISKE,"6020 S LANGLEY AVE, 60637",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.6086329,41.78518282,60,9,22260,471,4
"{'type': 'Point', 'coordinates': [-87.70715072817117, 41.96172105674065]}",610354,NORTH RIVER,"4416 N TROY ST, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70715073,41.96172106,20,14,21849,258,20
"{'type': 'Point', 'coordinates': [-87.69894610650125, 41.847761694940985]}",610357,SPRY HS,"2400 S MARSHALL BLVD, 60623",HS,"9, 10, 11, 12",Traditional,-87.69894611,41.84776169,57,32,21569,262,1
"{'type': 'Point', 'coordinates': [-87.70216290437175, 41.8701677179607]}",609925,KELLMAN,"3030 W ARTHINGTON ST, 60612",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.7021629,41.87016772,28,28,21184,36,23
"{'type': 'Point', 'coordinates': [-87.60503910190108, 41.65366345018642]}",400092,CICS - BOND,"13300 S LANGLEY AVE, 60827",ES,"K, 1, 2, 3, 4, 5, 6",Traditional,-87.6050391,41.65366345,47,51,4460,10,43
"{'type': 'Point', 'coordinates': [-87.556487083473, 41.75974864006464]}",400175,CAMELOT - EXCEL SOUTH SHORE HS,"7530 S SOUTH SHORE DR, 60649",HS,"9, 10, 11, 12",Options,-87.55648708,41.75974864,24,39,22538,421,37
"{'type': 'Point', 'coordinates': [-87.68131030371642, 41.83155516145558]}",609909,EVERETT,"3419 S BELL AVE, 60608",ES,"PK, K, 1, 2, 3, 4, 5",Traditional,-87.6813103,41.83155516,43,56,14920,2,1
"{'type': 'Point', 'coordinates': [-87.69746282205001, 42.00341160811066]}",609804,BOONE,"6710 N WASHTENAW AVE, 60645",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.69746282,42.00341161,12,20,22528,40,27
"{'type': 'Point', 'coordinates': [-87.55678924877482, 41.76033180038524]}",610281,POWELL,"7511 S SOUTH SHORE DR, 60649",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.55678925,41.7603318,24,39,22538,421,37
"{'type': 'Point', 'coordinates': [-87.7002021602539, 41.82185161457655]}",609876,DAVIS N,"3014 W 39TH PL, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70020216,41.82185161,56,55,22248,196,1
"{'type': 'Point', 'coordinates': [-87.70850768195619, 41.85696245205612]}",400049,LEGACY,"3318 W OGDEN AVE, 60623",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.70850768,41.85696245,57,30,21569,34,14
"{'type': 'Point', 'coordinates': [-87.74793587820321, 41.89180975101476]}",610092,NASH,"4837 W ERIE ST, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.74793588,41.89180975,32,26,22216,695,45
"{'type': 'Point', 'coordinates': [-87.75542435392028, 41.88826258108705]}",400178,MOVING EVEREST,"416 N. LARAMIE AVE, 60644",ES,"K, 1, 2, 3, 4, 5",Traditional,-87.75542435,41.88826258,32,26,22216,673,45
"{'type': 'Point', 'coordinates': [-87.64556149971645, 41.90779679586724]}",400113,CICS - CHICAGOQUEST HS,"1443 N OGDEN AVE, 60610",HS,"9, 10, 11, 12",Traditional,-87.6455615,41.9077968,54,37,14926,108,46
"{'type': 'Point', 'coordinates': [-87.64110257531911, 41.82999286351605]}",610062,MCCLELLAN,"3527 S WALLACE ST, 60609",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.64110258,41.82999286,37,58,14924,172,48
"{'type': 'Point', 'coordinates': [-87.62126075300297, 41.78412639760069]}",400029,CICS - WASHINGTON PARK,"110 E 61ST ST, 60637",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.62126075,41.7841264,60,7,22260,404,4
"{'type': 'Point', 'coordinates': [-87.6832907426781, 41.85290039518057]}",610129,PICKARD,"2301 W 21ST PL, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.68329074,41.8529004,43,33,14920,4,26
"{'type': 'Point', 'coordinates': [-87.75792050928045, 41.92061097131413]}",610051,NORTHWEST,"5252 W PALMER ST, 60639",ES,"6, 7, 8",Traditional,-87.75792051,41.92061097,2,19,22615,307,44
"{'type': 'Point', 'coordinates': [-87.6938616353827, 41.79993018672597]}",400084,ACERO - TAMAYO,"5135 S CALIFORNIA AVE, 60632",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.69386164,41.79993019,56,61,22248,778,8
"{'type': 'Point', 'coordinates': [-87.60841876846965, 41.81449879579311]}",610345,WOODSON,"4414 S EVANS AVE, 60653",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Traditional,-87.60841877,41.8144988,36,4,4301,161,9
